pozo,instancia,t_min,p_antes_choke,p_arbol,p_anular,p_gaslift,t_despues_choke,etiqueta
WELL-00022,WELL-00022_20181101193049,1808.0,42.74232,94.92915,94.66486,4.27994,52.06406,transitorio
WELL-00022,WELL-00022_20181101193049,1808.5,42.66959,94.96363,94.69933,4.27994,52.17511,transitorio
WELL-00022,WELL-00022_20181101193049,1809.0,42.30292,94.97513,94.69933,4.27994,52.14576,transitorio
WELL-00022,WELL-00022_20181101193049,1809.5,42.16656,94.89468,94.71082,4.27994,52.11641,transitorio
WELL-00022,WELL-00022_20181101193049,1810.0,41.85368,94.98662,94.73381,4.27994,52.08707,transitorio
WELL-00022,WELL-00022_20181101193049,1810.5,41.56808,94.89468,94.71082,4.27994,52.05772,transitorio
WELL-00022,WELL-00022_20181101193049,1811.0,42.24687,94.8717,94.68784,4.27994,52.02837,transitorio
WELL-00022,WELL-00022_20181101193049,1811.5,42.74081,94.68784,94.77978,4.27994,52.00052,transitorio
WELL-00022,WELL-00022_20181101193049,1812.0,42.72338,94.80276,94.75679,4.27994,52.01617,transitorio
WELL-00022,WELL-00022_20181101193049,1812.5,42.47565,94.77978,94.74147,4.27994,52.03183,transitorio
WELL-00022,WELL-00022_20181101193049,1813.0,42.40747,94.80276,94.71082,4.27994,52.04748,transitorio
WELL-00022,WELL-00022_20181101193049,1813.5,42.60065,94.84872,94.71082,4.27994,52.06065,transitorio
WELL-00022,WELL-00022_20181101193049,1814.0,42.35823,94.86021,94.71082,4.27994,52.06392,transitorio
WELL-00022,WELL-00022_20181101193049,1814.5,41.91504,94.82574,94.71083,4.27994,52.06717,transitorio
WELL-00022,WELL-00022_20181101193049,1815.0,42.11656,94.80276,94.76828,4.27994,52.04565,transitorio
WELL-00022,WELL-00022_20181101193049,1815.5,42.2749,94.74147,94.76828,4.27994,51.94435,transitorio
WELL-00022,WELL-00022_20181101193049,1816.0,42.22414,94.77978,94.66486,4.27468,51.98348,transitorio
WELL-00022,WELL-00022_20181101193049,1816.5,42.5999,94.76828,94.73381,4.2666,52.02493,transitorio
WELL-00022,WELL-00022_20181101193049,1817.0,42.87111,94.7453,94.71082,4.27994,52.09884,transitorio
WELL-00022,WELL-00022_20181101193049,1817.5,42.44535,94.75679,94.75679,4.27832,52.17275,transitorio
WELL-00022,WELL-00022_20181101193049,1818.0,42.3552,94.84872,94.72232,4.2666,52.15,transitorio
WELL-00022,WELL-00022_20181101193049,1818.5,42.46505,94.73381,94.68784,4.27994,52.09782,transitorio
WELL-00022,WELL-00022_20181101193049,1819.0,42.26429,94.75679,94.72614,4.27994,52.04565,transitorio
WELL-00022,WELL-00022_20181101193049,1819.5,41.94156,94.73381,94.72232,4.27994,51.99348,transitorio
WELL-00022,WELL-00022_20181101193049,1820.0,42.12338,94.74147,94.77978,4.27994,51.9413,transitorio
WELL-00022,WELL-00022_20181101193049,1820.5,42.6249,94.75679,94.75679,4.27994,51.88913,transitorio
WELL-00022,WELL-00022_20181101193049,1821.0,42.80671,94.73381,94.75679,4.27994,51.96087,transitorio
WELL-00022,WELL-00022_20181101193049,1821.5,42.50217,94.71083,94.77978,4.28478,52.07826,transitorio
WELL-00022,WELL-00022_20181101193049,1822.0,42.36505,94.84872,94.75679,4.27994,52.04782,transitorio
WELL-00022,WELL-00022_20181101193049,1822.5,42.18778,94.68784,94.75679,4.27994,52.07452,transitorio
WELL-00022,WELL-00022_20181101193049,1823.0,41.66581,94.75679,94.73381,4.27994,52.01191,transitorio
WELL-00022,WELL-00022_20181101193049,1823.5,42.24081,94.72232,94.71082,4.27994,51.9493,transitorio
WELL-00022,WELL-00022_20181101193049,1824.0,42.95444,94.7453,94.73381,4.27994,51.8867,transitorio
WELL-00022,WELL-00022_20181101193049,1824.5,42.82263,94.68784,94.66486,4.27994,51.98956,transitorio
WELL-00022,WELL-00022_20181101193049,1825.0,42.3355,94.68784,94.75679,4.27994,52.1033,transitorio
WELL-00022,WELL-00022_20181101193049,1825.5,41.86354,94.80276,94.71082,4.27994,52.01982,transitorio
WELL-00022,WELL-00022_20181101193049,1826.0,41.7749,94.84872,94.75679,4.27994,51.93635,transitorio
WELL-00022,WELL-00022_20181101193049,1826.5,41.94762,94.68784,94.68784,4.27994,51.85287,transitorio
WELL-00022,WELL-00022_20181101193049,1827.0,42.0105,94.73381,94.7453,4.27994,51.81776,transitorio
WELL-00022,WELL-00022_20181101193049,1827.5,42.30671,94.77978,94.75679,4.27994,51.86621,transitorio
WELL-00022,WELL-00022_20181101193049,1828.0,42.65747,94.68784,94.75679,4.27994,51.91466,transitorio
WELL-00022,WELL-00022_20181101193049,1828.5,42.48247,94.77978,94.66486,4.27994,51.96311,transitorio
WELL-00022,WELL-00022_20181101193049,1829.0,42.55823,94.74913,94.68784,4.27994,52.01155,transitorio
WELL-00022,WELL-00022_20181101193049,1829.5,42.60975,94.8717,94.68784,4.27994,52.06,transitorio
WELL-00022,WELL-00022_20181101193049,1830.0,42.12717,94.84872,94.68784,4.27994,52.0013,transitorio
WELL-00022,WELL-00022_20181101193049,1830.5,42.16202,94.75679,94.76828,4.27903,51.94261,transitorio
WELL-00022,WELL-00022_20181101193049,1831.0,42.29687,94.73381,94.77978,4.26994,51.88391,transitorio
WELL-00022,WELL-00022_20181101193049,1831.5,42.38323,94.7453,94.7453,4.27994,51.91652,transitorio
WELL-00022,WELL-00022_20181101193049,1832.0,42.40671,94.75679,94.7453,4.28167,51.95565,transitorio
WELL-00022,WELL-00022_20181101193049,1832.5,42.24535,94.83723,94.74147,4.29206,51.99478,transitorio
WELL-00022,WELL-00022_20181101193049,1833.0,42.17035,94.80276,94.71082,4.30245,51.97865,transitorio
WELL-00022,WELL-00022_20181101193049,1833.5,42.17111,94.77977,94.73381,4.27994,51.95401,transitorio
WELL-00022,WELL-00022_20181101193049,1834.0,41.98096,94.84872,94.68784,4.27994,51.92937,transitorio
WELL-00022,WELL-00022_20181101193049,1834.5,41.54763,94.84872,94.72921,4.27994,51.90474,transitorio
WELL-00022,WELL-00022_20181101193049,1835.0,41.43399,94.84872,94.77978,4.27994,51.8801,transitorio
WELL-00022,WELL-00022_20181101193049,1835.5,41.60671,94.8717,94.75679,4.27994,51.85546,transitorio
WELL-00022,WELL-00022_20181101193049,1836.0,42.04156,94.80276,94.75679,4.27994,51.83082,transitorio
WELL-00022,WELL-00022_20181101193049,1836.5,42.39459,94.75679,94.75679,4.27994,51.87287,transitorio
WELL-00022,WELL-00022_20181101193049,1837.0,42.1999,94.81425,94.71082,4.27024,51.91722,transitorio
WELL-00022,WELL-00022_20181101193049,1837.5,41.86581,94.82574,94.75679,4.27994,51.96157,transitorio
WELL-00022,WELL-00022_20181101193049,1838.0,41.95065,94.89468,94.68784,4.27994,51.9942,transitorio
WELL-00022,WELL-00022_20181101193049,1838.5,42.09838,94.89468,94.68784,4.27994,51.95073,transitorio
WELL-00022,WELL-00022_20181101193049,1839.0,42.31732,94.77978,94.68784,4.27994,51.90725,transitorio
WELL-00022,WELL-00022_20181101193049,1839.5,42.28399,94.89468,94.75679,4.27994,51.92826,transitorio
WELL-00022,WELL-00022_20181101193049,1840.0,42.2052,94.86404,94.71849,4.27994,51.96217,transitorio
WELL-00022,WELL-00022_20181101193049,1840.5,42.08171,94.80276,94.75679,4.27925,51.99609,transitorio
WELL-00022,WELL-00022_20181101193049,1841.0,42.16883,94.77211,94.72232,4.27698,52.03,transitorio
WELL-00022,WELL-00022_20181101193049,1841.5,42.61959,94.75679,94.75679,4.27471,51.93521,transitorio
WELL-00022,WELL-00022_20181101193049,1842.0,42.71732,94.73381,94.73381,4.27244,52.00043,transitorio
WELL-00022,WELL-00022_20181101193049,1842.5,42.60823,94.73381,94.68784,4.27016,52.06565,transitorio
WELL-00022,WELL-00022_20181101193049,1843.0,42.6552,94.84872,94.71082,4.26789,52.02942,transitorio
WELL-00022,WELL-00022_20181101193049,1843.5,42.47565,94.80276,94.77978,4.27994,51.98594,transitorio
WELL-00022,WELL-00022_20181101193049,1844.0,42.13096,94.77978,94.71082,4.27388,51.94246,transitorio
WELL-00022,WELL-00022_20181101193049,1844.5,42.44535,94.77978,94.71082,4.27145,51.89898,transitorio
WELL-00022,WELL-00022_20181101193049,1845.0,42.75898,94.75679,94.73381,4.27994,51.88594,transitorio
WELL-00022,WELL-00022_20181101193049,1845.5,42.71732,94.96363,94.77978,4.27994,51.93377,transitorio
WELL-00022,WELL-00022_20181101193049,1846.0,42.37035,94.75679,94.77978,4.27994,51.97859,transitorio
WELL-00022,WELL-00022_20181101193049,1846.5,42.07565,94.98662,94.68784,4.27994,51.9362,transitorio
WELL-00022,WELL-00022_20181101193049,1847.0,42.24459,94.8717,94.75679,4.2763,51.8938,transitorio
WELL-00022,WELL-00022_20181101193049,1847.5,42.35975,94.66486,94.77978,4.27994,51.85141,transitorio
WELL-00022,WELL-00022_20181101193049,1848.0,42.4999,94.73381,94.73381,4.27994,51.90043,transitorio
WELL-00022,WELL-00022_20181101193049,1848.5,42.48929,94.76828,94.71082,4.27388,51.95261,transitorio
WELL-00022,WELL-00022_20181101193049,1849.0,42.16959,94.91767,94.71082,4.26903,52.00478,transitorio
WELL-00022,WELL-00022_20181101193049,1849.5,41.92262,94.86021,94.73381,4.27994,51.95131,transitorio
WELL-00022,WELL-00022_20181101193049,1850.0,42.06353,94.85792,94.75679,4.27994,51.88609,transitorio
WELL-00022,WELL-00022_20181101193049,1850.5,41.93323,94.83723,94.73381,4.27994,51.82087,transitorio
WELL-00022,WELL-00022_20181101193049,1851.0,41.67035,94.8717,94.7453,4.27994,51.82812,transitorio
WELL-00022,WELL-00022_20181101193049,1851.5,42.01732,94.96363,94.71082,4.27994,51.84986,transitorio
WELL-00022,WELL-00022_20181101193049,1852.0,42.55975,94.91767,94.72614,4.27994,51.86696,transitorio
WELL-00022,WELL-00022_20181101193049,1852.5,42.63929,94.84872,94.7453,4.27994,51.88,transitorio
WELL-00022,WELL-00022_20181101193049,1853.0,42.3552,94.89468,94.73381,4.27994,51.89304,transitorio
WELL-00022,WELL-00022_20181101193049,1853.5,42.35823,94.87936,94.75679,4.27024,51.90609,transitorio
WELL-00022,WELL-00022_20181101193049,1854.0,42.21883,94.89468,94.71082,4.27994,51.91913,transitorio
WELL-00022,WELL-00022_20181101193049,1854.5,41.52414,94.92915,94.75679,4.27994,51.94435,transitorio
WELL-00022,WELL-00022_20181101193049,1855.0,41.45217,94.89468,94.71082,4.27994,51.92348,transitorio
WELL-00022,WELL-00022_20181101193049,1855.5,42.41884,94.89468,94.68784,4.2666,51.83217,transitorio
WELL-00022,WELL-00022_20181101193049,1856.0,42.89004,94.81042,94.68784,4.27145,51.89913,transitorio
WELL-00022,WELL-00022_20181101193049,1856.5,42.65065,94.80276,94.68784,4.27994,51.99043,transitorio
WELL-00022,WELL-00022_20181101193049,1857.0,42.39687,94.88319,94.73381,4.26781,52.02113,transitorio
WELL-00022,WELL-00022_20181101193049,1857.5,42.31884,94.84872,94.77978,4.27994,52.00548,transitorio
WELL-00022,WELL-00022_20181101193049,1858.0,42.46656,94.90617,94.72614,4.27994,51.98983,transitorio
WELL-00022,WELL-00022_20181101193049,1858.5,42.52035,94.98662,94.80276,4.27994,51.97417,transitorio
WELL-00022,WELL-00022_20181101193049,1859.0,42.46656,94.98662,94.71082,4.27994,51.95852,transitorio
WELL-00022,WELL-00022_20181101193049,1859.5,42.2499,94.96363,94.75679,4.27994,51.94287,transitorio
WELL-00022,WELL-00022_20181101193049,1860.0,41.73247,94.96363,94.75679,4.27994,51.92722,transitorio
WELL-00022,WELL-00022_20181101193049,1860.5,41.75671,94.98662,94.77978,4.27994,51.91156,transitorio
WELL-00022,WELL-00022_20181101193049,1861.0,42.25671,94.80276,94.71082,4.27994,51.86304,transitorio
WELL-00022,WELL-00022_20181101193049,1861.5,42.61354,94.88319,94.76828,4.27994,51.852,transitorio
WELL-00022,WELL-00022_20181101193049,1862.0,42.84308,94.80276,94.75679,4.27994,51.912,transitorio
WELL-00022,WELL-00022_20181101193049,1862.5,42.81429,94.8717,94.75679,4.26903,51.972,transitorio
WELL-00022,WELL-00022_20181101193049,1863.0,42.30217,94.80276,94.75679,4.27994,52.032,transitorio
WELL-00022,WELL-00022_20181101193049,1863.5,41.86504,94.91767,94.75679,4.27994,51.99044,transitorio
WELL-00022,WELL-00022_20181101193049,1864.0,41.6552,95.0096,94.73381,4.27994,51.86,transitorio
WELL-00022,WELL-00022_20181101193049,1864.5,41.81656,94.96363,94.68784,4.2763,51.76761,transitorio
WELL-00022,WELL-00022_20181101193049,1865.0,42.20747,94.91767,95.03259,4.29084,51.80022,transitorio
WELL-00022,WELL-00022_20181101193049,1865.5,42.31354,94.91767,94.82574,4.30297,51.83282,transitorio
WELL-00022,WELL-00022_20181101193049,1866.0,42.37414,94.96363,94.77978,4.27994,51.86543,transitorio
WELL-00022,WELL-00022_20181101193049,1866.5,42.33171,95.0096,94.76828,4.27994,51.89804,transitorio
WELL-00022,WELL-00022_20181101193049,1867.0,41.89383,95.0096,94.75679,4.27734,51.93065,transitorio
WELL-00022,WELL-00022_20181101193049,1867.5,41.89838,94.94065,94.81425,4.27214,51.95022,transitorio
WELL-00022,WELL-00022_20181101193049,1868.0,42.18171,94.89468,94.68784,4.26695,51.85239,transitorio
WELL-00022,WELL-00022_20181101193049,1868.5,42.31353,94.8334,94.75679,4.26963,51.83957,transitorio
WELL-00022,WELL-00022_20181101193049,1869.0,42.20823,94.80276,94.68784,4.27751,51.89174,transitorio
WELL-00022,WELL-00022_20181101193049,1869.5,41.79156,94.83723,94.71082,4.27232,51.91522,transitorio
WELL-00022,WELL-00022_20181101193049,1870.0,41.65823,94.8717,94.75679,4.26712,51.85978,transitorio
WELL-00022,WELL-00022_20181101193049,1870.5,42.3105,94.75679,94.75679,4.27266,51.80435,transitorio
WELL-00022,WELL-00022_20181101193049,1871.0,42.89004,94.75679,94.68784,4.29448,51.77409,transitorio
WELL-00022,WELL-00022_20181101193049,1871.5,42.95444,94.73381,94.68784,4.28236,51.84452,transitorio
WELL-00022,WELL-00022_20181101193049,1872.0,42.71656,94.77978,94.77978,4.27509,51.91496,transitorio
WELL-00022,WELL-00022_20181101193049,1872.5,42.5802,94.96363,94.77978,4.27994,51.98539,transitorio
WELL-00022,WELL-00022_20181101193049,1873.0,42.50292,94.97513,94.77978,4.27994,52.02203,transitorio
WELL-00022,WELL-00022_20181101193049,1873.5,42.10141,94.91767,94.70316,4.28478,52.00029,transitorio
WELL-00022,WELL-00022_20181101193049,1874.0,41.96732,94.91767,94.71082,4.27994,51.97855,transitorio
WELL-00022,WELL-00022_20181101193049,1874.5,42.29004,94.96363,94.98662,4.27933,51.95681,transitorio
WELL-00022,WELL-00022_20181101193049,1875.0,42.43323,94.98662,94.71082,4.27327,51.93507,transitorio
WELL-00022,WELL-00022_20181101193049,1875.5,42.04156,94.98662,94.98662,4.26721,51.91333,transitorio
WELL-00022,WELL-00022_20181101193049,1876.0,41.61884,94.89468,94.91767,4.27994,51.89159,transitorio
WELL-00022,WELL-00022_20181101193049,1876.5,41.86656,94.84872,94.82574,4.27994,51.85768,transitorio
WELL-00022,WELL-00022_20181101193049,1877.0,42.10975,94.70316,94.81425,4.27994,51.80986,transitorio
WELL-00022,WELL-00022_20181101193049,1877.5,42.36656,94.77978,94.98662,4.27994,51.78739,transitorio
WELL-00022,WELL-00022_20181101193049,1878.0,42.19535,94.88319,94.91766,4.27897,51.89174,transitorio
WELL-00022,WELL-00022_20181101193049,1878.5,41.68398,94.98662,94.77978,4.27169,51.89283,transitorio
WELL-00022,WELL-00022_20181101193049,1879.0,41.58171,94.94065,94.93299,4.27751,51.83413,transitorio
WELL-00022,WELL-00022_20181101193049,1879.5,42.11732,94.83723,94.95214,4.2666,51.77544,transitorio
WELL-00022,WELL-00022_20181101193049,1880.0,42.79763,94.81425,94.91767,4.27994,51.80765,transitorio
WELL-00022,WELL-00022_20181101193049,1880.5,43.18853,94.96363,94.68784,4.27994,51.90939,transitorio
WELL-00022,WELL-00022_20181101193049,1881.0,43.18323,94.98662,94.82574,4.27994,52.01113,transitorio
WELL-00022,WELL-00022_20181101193049,1881.5,42.79763,94.94065,95.0096,4.27994,52.11287,transitorio
WELL-00022,WELL-00022_20181101193049,1882.0,42.1052,94.89468,94.94065,4.27994,52.03717,transitorio
WELL-00022,WELL-00022_20181101193049,1882.5,41.44081,94.96363,95.0096,4.26781,51.89696,transitorio
WELL-00022,WELL-00022_20181101193049,1883.0,41.54762,94.94065,94.91767,4.27266,51.75674,transitorio
WELL-00022,WELL-00022_20181101193049,1883.5,41.9552,94.73381,95.0096,4.27994,51.73802,transitorio
WELL-00022,WELL-00022_20181101193049,1884.0,42.1749,94.73381,94.94065,4.27994,51.78005,transitorio
WELL-00022,WELL-00022_20181101193049,1884.5,42.10898,94.72232,94.98662,4.27994,51.82207,transitorio
WELL-00022,WELL-00022_20181101193049,1885.0,42.45975,94.73381,94.98662,4.26862,51.86411,transitorio
WELL-00022,WELL-00022_20181101193049,1885.5,42.67035,94.75679,94.98662,4.27994,51.90614,transitorio
WELL-00022,WELL-00022_20181101193049,1886.0,42.31883,94.77978,94.91767,4.27994,51.94817,transitorio
WELL-00022,WELL-00022_20181101193049,1886.5,41.85823,94.94065,94.9713,4.27994,51.99019,transitorio
WELL-00022,WELL-00022_20181101193049,1887.0,41.98626,94.77978,94.94065,4.27994,51.915,transitorio
WELL-00022,WELL-00022_20181101193049,1887.5,42.85444,94.76828,94.96364,4.27994,51.85587,transitorio
WELL-00022,WELL-00022_20181101193049,1888.0,43.28474,94.75679,94.91767,4.27994,51.96674,transitorio
WELL-00022,WELL-00022_20181101193049,1888.5,43.1249,94.8717,94.93491,4.27145,52.07761,transitorio
WELL-00022,WELL-00022_20181101193049,1889.0,42.66808,94.84872,94.96823,4.27509,52.15882,transitorio
WELL-00023,WELL-00023_20181014121654,0.0,40.09384,,,171.3935,,normal
WELL-00023,WELL-00023_20181014121654,0.5,40.26656,,,171.3909,,normal
WELL-00023,WELL-00023_20181014121654,1.0,40.39535,,,171.3883,,normal
WELL-00023,WELL-00023_20181014121654,1.5,40.25444,,,171.3865,,normal
WELL-00023,WELL-00023_20181014121654,2.0,40.05293,,,171.3986,,normal
WELL-00023,WELL-00023_20181014121654,2.5,40.13172,,,171.3865,,normal
WELL-00023,WELL-00023_20181014121654,3.0,40.07717,,,171.3865,,normal
WELL-00023,WELL-00023_20181014121654,3.5,40.36656,,,171.3865,,normal
WELL-00023,WELL-00023_20181014121654,4.0,40.31505,,,171.3865,,normal
WELL-00023,WELL-00023_20181014121654,4.5,40.12187,,,171.3865,,normal
WELL-00023,WELL-00023_20181014121654,5.0,40.00369,,,171.3744,,normal
WELL-00023,WELL-00023_20181014121654,5.5,40.11808,,,171.3644,,normal
WELL-00023,WELL-00023_20181014121654,6.0,40.11354,,,171.3553,,normal
WELL-00023,WELL-00023_20181014121654,6.5,40.19763,,,171.3453,,normal
WELL-00023,WELL-00023_20181014121654,7.0,39.97641,,,171.3332,,normal
WELL-00023,WELL-00023_20181014121654,7.5,40.14914,,,171.3332,,normal
WELL-00023,WELL-00023_20181014121654,8.0,40.50368,,,171.3198,,normal
WELL-00023,WELL-00023_20181014121654,8.5,40.27944,,,171.3198,,normal
WELL-00023,WELL-00023_20181014121654,9.0,40.10823,,,171.3198,,normal
WELL-00023,WELL-00023_20181014121654,9.5,40.19384,,,171.3198,,normal
WELL-00023,WELL-00023_20181014121654,10.0,40.04762,,,171.3198,,normal
WELL-00023,WELL-00023_20181014121654,10.5,40.13702,,,171.3041,,normal
WELL-00023,WELL-00023_20181014121654,11.0,40.28475,,,171.3065,,normal
WELL-00023,WELL-00023_20181014121654,11.5,40.30293,,,171.3065,,normal
WELL-00023,WELL-00023_20181014121654,12.0,40.25672,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,12.5,39.79156,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,13.0,39.86959,,,171.275,,normal
WELL-00023,WELL-00023_20181014121654,13.5,40.17111,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,14.0,40.13778,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,14.5,40.08323,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,15.0,40.18475,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,15.5,40.19308,,,171.2617,,normal
WELL-00023,WELL-00023_20181014121654,16.0,40.26581,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,16.5,40.1749,,,171.2532,,normal
WELL-00023,WELL-00023_20181014121654,17.0,40.23475,,,171.2495,,normal
WELL-00023,WELL-00023_20181014121654,17.5,40.30444,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,18.0,39.86808,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,18.5,40.09384,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,19.0,40.22035,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,19.5,40.06732,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,20.0,40.0749,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,20.5,40.25823,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,21.0,40.30975,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,21.5,40.20141,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,22.0,40.08702,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,22.5,40.05066,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,23.0,40.29763,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,23.5,39.99232,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,24.0,40.08702,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,24.5,40.17035,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,25.0,40.40975,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,25.5,40.26656,,,171.2665,,normal
WELL-00023,WELL-00023_20181014121654,26.0,39.95217,,,171.2665,,normal
